time,PID_temp,PID_setpoint,PID_control,PID_error,Fuzzy PID_temp,Fuzzy PID_setpoint,Fuzzy PID_control,Fuzzy PID_error
0.0,49.92296124205957,50.0,0.0,0.07703875794042858,49.914577944648556,50.0,0.1984178960354535,0.08542205535144376
0.1,49.89283963644388,50.0,0.23948437097898095,0.10716036355611891,49.976758859298165,50.0,0.0,0.023241140701834695
0.2,49.78563521488105,50.0,1.5811490413596312,0.21436478511895274,49.79110540191204,50.0,0.6480956355827091,0.20889459808795863
0.30000000000000004,49.719454594643516,50.0,1.4523483980983056,0.2805454053564844,49.83989470859456,50.0,1.2751268992838796,0.1601052914054435
0.4,49.63672842146971,50.0,1.4393445931681141,0.3632715785302878,49.735096052836624,50.0,2.5148064569140827,0.2649039471633756
0.5,49.453043021474194,50.0,2.071702268117491,0.5469569785258059,49.5839399491259,50.0,0.6056115567179792,0.41606005087410125
0.6000000000000001,49.653284261854324,50.0,1.5318195562615664,0.3467157381456758,49.544188802675095,50.0,2.858891236400753,0.4558111973249055
0.7000000000000001,49.34436981744301,50.0,3.0199698608806647,0.6556301825569903,49.58417720950456,50.0,2.097323453077016,0.41582279049544013
0.8,49.647987457438234,50.0,2.5589353539509285,0.3520125425617664,49.37294557926169,50.0,3.0308895991240736,0.6270544207383111
0.9,49.48259755534479,50.0,3.2935449323215344,0.517402444655211,49.43075526363832,50.0,3.775095516291912,0.5692447363616822
1.0,49.39260184465009,50.0,3.09479686160903,0.6073981553499124,49.341831186247795,50.0,2.4937463633732633,0.658168813752205
1.1,49.29162616118134,50.0,3.2614453097375087,0.7083738388186589,49.31127220315807,50.0,3.382957666127882,0.6887277968419312
1.2000000000000002,49.28730349042516,50.0,4.2294312356069454,0.7126965095748403,49.28158504152273,50.0,4.746222618349944,0.7184149584772683
1.3,49.049802162673046,50.0,3.754385758287714,0.9501978373269537,49.22843432878631,50.0,4.620372441191996,0.7715656712136933
1.4000000000000001,49.199224593733675,50.0,4.529597363473309,0.8007754062663253,49.193564917384386,50.0,4.732885714949994,0.8064350826156144
1.5,49.199156923119105,50.0,4.415658944497645,0.800843076880895,49.198106521218,50.0,5.65971519533891,0.8018934787819987
1.6,48.99517913046571,50.0,5.188010063022186,1.0048208695342922,49.05752337469253,50.0,4.949680430151893,0.9424766253074708
1.7000000000000002,48.895781726168714,50.0,6.5508529451046815,1.104218273831286,48.92395267498888,50.0,5.437495416944009,1.0760473250111176
1.8,48.95344094442315,50.0,4.975675880308298,1.04655905557685,48.90988311578118,50.0,5.770504572485272,1.0901168842188227
1.9000000000000001,48.85500449780689,50.0,5.890817790809411,1.1449955021931117,48.9091464489702,50.0,6.474278178259737,1.0908535510298023
