time,PID_temp,PID_setpoint,PID_control,PID_error,Fuzzy PID_temp,Fuzzy PID_setpoint,Fuzzy PID_control,Fuzzy PID_error
0.0,24.994963569298736,25.0,0.21762248553271138,0.005036430701263583,24.974485062062758,25.0,0.0,0.02551493793724191
0.1,25.056169547026744,25.0,0.0,-0.05616954702674448,24.95524392011219,25.0,0.0,0.044756079887811495
0.2,25.07448562350659,25.0,0.0,-0.0744856235065896,24.90403614676438,25.0,0.0,0.09596385323562018
0.30000000000000004,24.824629018411194,25.0,0.0,0.17537098158880582,24.986021403979873,25.0,0.0,0.013978596020127299
0.4,25.11644993525294,25.0,0.7074969610771171,-0.11644993525294112,24.95703798180109,25.0,0.8770469033761764,0.0429620181989101
0.5,25.124266573165983,25.0,1.205032167404784,-0.12426657316598266,25.068756895612708,25.0,0.22478996083606528,-0.06875689561270804
0.6000000000000001,24.92597981849992,25.0,1.5310670751236921,0.0740201815000816,24.875667295995623,25.0,1.108952605505091,0.12433270400437735
0.7000000000000001,24.709833539530305,25.0,0.7732487084194848,0.2901664604696954,24.867640579530576,25.0,0.0,0.13235942046942384
0.8,24.62975658978091,25.0,0.36578304784019583,0.37024341021908924,24.94458397250209,25.0,0.0,0.05541602749790897
0.9,24.81103663963479,25.0,0.39865012632446445,0.18896336036521078,24.894404718290296,25.0,0.18994617255779989,0.10559528170970367
1.0,24.917793846162393,25.0,0.3024546984555552,0.08220615383760688,24.95983902788626,25.0,0.1468164108425093,0.040160972113739035
1.1,24.925793621280402,25.0,1.108407482721266,0.07420637871959812,24.83151077774102,25.0,0.0,0.16848922225898022
1.2000000000000002,25.114962106215497,25.0,0.04983494198484287,-0.11496210621549707,24.802515017890265,25.0,0.6457969031142794,0.19748498210973509
1.3,24.820981063837333,25.0,0.7427436768984628,0.17901893616266662,24.847230915540926,25.0,0.8776817201018909,0.15276908445907367
1.4000000000000001,24.71787625771951,25.0,1.6261452249163173,0.28212374228048986,24.903650468736938,25.0,0.9313801793601388,0.096349531263062
1.5,25.0628472821788,25.0,0.0,-0.06284728217880087,24.84318315754872,25.0,1.4564279393274508,0.15681684245128125
1.6,24.63706868665684,25.0,0.32057240774731915,0.36293131334316087,24.933809255565027,25.0,1.0534129588468795,0.06619074443497297
1.7000000000000002,24.776307174450398,25.0,2.1362420276629677,0.2236928255496018,24.812250033859645,25.0,1.0647299678053088,0.18774996614035544
1.8,24.781450470202667,25.0,1.62945601766529,0.21854952979733255,25.003875594063178,25.0,0.0,-0.003875594063178056
1.9000000000000001,24.786246514588463,25.0,0.8800191052293994,0.21375348541153727,24.766287566050128,25.0,1.568015061907445,0.23371243394987218
2.0,24.824030276663724,25.0,0.4621221104207628,0.17596972333627647,24.667635387319358,25.0,1.9424459419177753,0.3323646126806423
2.1,24.748133439249525,25.0,0.6628000545816853,0.2518665607504751,24.896207758617578,25.0,0.610526014350234,0.10379224138242193
2.2,24.866783549377956,25.0,0.4736909415814282,0.13321645062204368,24.840275058726878,25.0,0.5821827079849559,0.1597249412731223
